nowcast_date,SVR,kNN,Ridge,LASSO,RF,XGBoost,LightGBM,ERNN-MF,GRU-MF,LSTM-MF,ERNN-SF,GRU-SF,LSTM-SF
2020-01-31,1,1,-0.273,1,0.273,0.091,0,-1,-1,-0.636,-0.818,-0.455,-0.273
