nowcast_date,quarter,Actual,AR(1),DFM,Factor-MIDAS,SVR,kNN,Ridge,LASSO,RF,XGBoost,LightGBM,ERNN-MF,GRU-MF,LSTM-MF,ERNN-SF,GRU-SF,LSTM-SF
2019-12-17,2019Q4,1.6,2.980136709,1.594502656,1.794460071,2.738192336,3.228571429,3.975085419,2.73295411,2.73295411,3.252808094,3.500730537,2.550437212,7.793903351,2.514167309,10.69510651,-4.380569458,6.554909706
