nowcast_date,quarter,Actual,AR(1),DFM,Factor-MIDAS,SVR,kNN,Ridge,LASSO,RF,XGBoost,LightGBM,ERNN-MF,GRU-MF,LSTM-MF,ERNN-SF,GRU-SF,LSTM-SF
2020-01-31,2019Q4,1.6,2.980136709,2.78318929,1.794460071,2.223131433,2.374344241,2.948797529,2.198980899,2.198980899,2.817455292,3.274285854,2.550437212,7.793903351,2.514167309,9.712695122,3.204598665,4.147498608
