nowcast_date,SVR,kNN,Ridge,LASSO,RF,XGBoost,LightGBM,ERNN-MF,GRU-MF,LSTM-MF,ERNN-SF,GRU-SF,LSTM-SF
2019-12-17,0,0.2,-0.636,0,0.091,-0.667,-1,-0.818,-0.818,-0.636,-0.636,-0.091,0.636
